20.00    4.37
56.00   31.53
92.00   85.15
127.00 141.41
163.00 193.78
199.00 238.55
235.00 276.19
271.00 307.68
306.00 333.31
342.00 355.39
378.00 373.85
414.00 389.33
449.00 402.00
485.00 413.02
521.00 422.34
557.00 430.27
593.00 437.06
628.00 442.75
664.00 447.85
700.00 452.32
