20.00   1.40
41.72   4.11
63.45   7.67
85.17  11.66
106.90 15.82
128.62 19.92
150.34 23.84
172.07 27.49
193.79 30.84
215.52 33.89
237.24 36.65
258.97 39.15
280.69 41.43
302.41 43.52
324.14 45.45
345.86 47.24
367.59 48.93
389.31 50.53
411.03 52.04
432.76 53.48
454.48 54.83
476.21 56.11
497.93 57.28
519.66 58.36
541.38 59.34
563.10 60.20
584.83 60.95
606.55 61.60
628.28 62.15
650.00 62.63
