#EventID|Time|Latitude|Longitude|Depth/Km|Author|Catalog|Contributor|ContributorID|MagType|Magnitude|MagAuthor|EventLocationName|EventType
28685501|2021-10-21T13:00:17.560000|44.2243|11.4272|15.9|SURVEY-INGV||||ML|2.0|--|6 km W Castel del Rio (BO)|earthquake
28753521|2021-10-29T10:53:10.110000|43.7668|12.8785|36.1|BULLETIN-INGV||||Mw|4.1|--|1 km W Cartoceto (PU)|earthquake
28753671|2021-10-29T10:56:17.390000|43.7542|12.8633|37.1|SURVEY-INGV||||ML|2.7|--|1 km NW Serrungarina (PU)|earthquake
28754021|2021-10-29T11:25:32.850000|43.7537|12.8488|39.8|SURVEY-INGV||||ML|2.3|--|2 km W Serrungarina (PU)|earthquake
28755051|2021-10-29T13:07:59.470000|43.7392|12.8383|35.5|SURVEY-INGV||||ML|2.6|--|Montefelcino (PU)|earthquake
28798841|2021-11-02T20:43:30.580000|44.2222|10.553|10.7|SURVEY-INGV||||ML|2.1|--|5 km W Pievepelago (MO)|earthquake
28846361|2021-11-05T22:58:03.860000|44.1873|11.9197|9.4|SURVEY-INGV||||ML|2.0|--|3 km W Castrocaro Terme e Terra del Sole (FC)|earthquake
28849341|2021-11-06T11:09:36.680000|44.2695|11.4688|28.8|SURVEY-INGV||||ML|2.0|--|7 km NW Castel del Rio (BO)|earthquake
28865361|2021-11-08T11:48:45.360000|44.0022|11.7707|7.5|SURVEY-INGV||||ML|2.4|--|3 km N Premilcuore (FC)|earthquake
28874611|2021-11-09T19:37:28.020000|44.4098|10.6438|9.1|SURVEY-INGV||||ML|2.0|--|5 km SW Prignano sulla Secchia (MO)|earthquake
28875161|2021-11-09T22:38:49.420000|44.3845|10.6207|10.1|SURVEY-INGV||||ML|2.2|--|3 km N Montefiorino (MO)|earthquake
28876731|2021-11-10T05:33:34.250000|44.3983|7.2642|13.1|SURVEY-INGV||||ML|2.1|--|3 km SW Pradleves (CN)|earthquake
28889141|2021-11-12T10:05:18.400000|44.4938|8.555|8.1|SURVEY-INGV||||ML|2.0|--|3 km W Urbe (SV)|earthquake
28950661|2021-11-20T23:02:29.850000|44.4152|9.9352|6.4|SURVEY-INGV||||ML|2.0|--|6 km NE Pontremoli (MS)|earthquake
28959491|2021-11-22T00:03:00.100000|44.0025|10.8213|54.3|SURVEY-INGV||||ML|2.2|--|5 km SE Piteglio (PT)|earthquake
28984391|2021-11-26T01:48:31.790000|44.1262|12.0042|36.8|SURVEY-INGV||||ML|2.5|--|3 km NE Predappio (FC)|earthquake
29009721|2021-11-27T10:37:22.190000|43.9417|13.0828|10.9|SURVEY-INGV||||ML|2.0|--|Costa Marchigiana Pesarese (Pesaro-Urbino)|earthquake
29029411|2021-11-29T18:04:26.300000|44.2978|7.3283|12.0|SURVEY-INGV||||ML|2.0|--|3 km SE Demonte (CN)|earthquake
29031281|2021-11-30T09:55:00.600000|44.3157|10.6945|9.1|SURVEY-INGV||||ML|2.1|--|3 km W Lama Mocogno (MO)|earthquake
29032911|2021-11-30T13:05:25.560000|44.4023|10.5962|9.9|SURVEY-INGV||||ML|2.2|--|4 km NE Toano (RE)|earthquake
